Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,500 - Offer versus Serve,502,"Is there signage explaining what constitutes a reimbursable meal to students including the requirement to select at least 1/2 cup fruit or vegetable?  If NO, explain and list the technical assistance provided."
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,Resource Mgt Comprehensive Review (2016),11,"If the SFA used the USDA’s “Nonprogram Foods Revenue Tool” to assess compliance, did the SFA correctly complete the tool?"
2015 - 2016,00424,BELLS ISD,10,13859,02/16/2016,Resource Mgt Comprehensive Review (2016),4,Did the SFA charge at least the minimum weighted average paid lunch price at ALL sites?
2015 - 2016,00171,HART ISD,16,18509,02/16/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00171,HART ISD,16,18509,02/16/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00171,HART ISD,16,18509,02/16/2016,400 - Meal Components and Quantities - Breakfast,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,00171,HART ISD,16,18509,02/16/2016,400 - Meal Components and Quantities - Breakfast,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,00758,IDALOU ISD,17,14179,02/16/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00105,MAUD ISD,8,18227,02/16/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00105,MAUD ISD,8,18227,02/16/2016,500 - Offer versus Serve,501,"Has the cafeteria staff been trained on Offer vs. Serve? If NO, explain and list the technical assistance provided."
2015 - 2016,00105,MAUD ISD,8,18227,02/16/2016,Additional Review Questions,3,"Was the competitive procurement procedures used on purchases of $100,000 or more concerning RCCI and private schools and $50,000 concerning public schools?"
2015 - 2016,00569,MERCEDES ISD,1,18170,02/16/2016,700 - Resource Management (2015),711,Was the SFA’s proportion of total revenue from the sale of nonprogram foods to the total revenue of the school food service account equal to or greater than the proportion of total food costs associated with obtaining nonprogram foods to the total costs associated with obtaining program and nonprogram foods from the account?
2015 - 2016,00223,MUENSTER ISD,11,13662,02/16/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00223,MUENSTER ISD,11,13662,02/16/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00223,MUENSTER ISD,11,13662,02/16/2016,1600 - School Breakfast and SFSP Outreach,1601,How did the SFA inform eligible families about the availability and location of free meals for students via the Summer Food Service Program?
2015 - 2016,00223,MUENSTER ISD,11,13662,02/16/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00223,MUENSTER ISD,11,13662,02/16/2016,Additional Review Questions,7,"Is the CE conducting a contract performance administration for the return of discounts, rebates and credits for purchased foods, as well as the return of the value of USDA Foods to the nonprofit food service account?"
2015 - 2016,00325,RANGER ISD,14,13763,02/16/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00050,TEMPLE ISD,12,13498,02/16/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00050,TEMPLE ISD,12,13498,02/16/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00050,TEMPLE ISD,12,13498,02/16/2016,300 - Meal Counting and Claiming - Lunch,318,"At the selected school(s), does each type of meal service line as observed on the day of review provide an accurate count by eligibility category at the point of service (or approved alternate)?"
2015 - 2016,00050,TEMPLE ISD,12,13498,02/16/2016,700 - Resource Management (2015),711,Was the SFA’s proportion of total revenue from the sale of nonprogram foods to the total revenue of the school food service account equal to or greater than the proportion of total food costs associated with obtaining nonprogram foods to the total costs associated with obtaining program and nonprogram foods from the account?
2015 - 2016,00132,BLANKET ISD,15,13574,02/17/2016,1400 - Food Safety,1402,Is a copy of the written food safety plan available?
2015 - 2016,00132,BLANKET ISD,15,13574,02/17/2016,1400 - Food Safety,1406,Were the selected relevant temperature logs available for review? If YES to specify which date was selected. If NO explain.
2015 - 2016,00426,DENISON ISD,10,18252,02/17/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00426,DENISON ISD,10,18252,02/17/2016,300 - Meal Counting and Claiming - Breakfast,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,00426,DENISON ISD,10,18252,02/17/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00426,DENISON ISD,10,18252,02/17/2016,Additional Review Questions,6.,Does the CE have an exclusive beverage contract?
2015 - 2016,00768,MASON ISD,15,14189,02/17/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,00768,MASON ISD,15,14189,02/17/2016,400 - Meal Components and Quantities - Breakfast,404,"Is there signage explaining what constitutes a reimbursable breakfast to students?  If NO, explain and list the technical assistance provided."
2015 - 2016,01169,PARADISE ISD,11,18269,02/17/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
2015 - 2016,01169,PARADISE ISD,11,18269,02/17/2016,900 - SFA On Site Monitoring,901,a. Was the on-site review of the meal counting and claiming procedure completed prior to February 1?
2015 - 2016,01169,PARADISE ISD,11,18269,02/17/2016,Additional Review Questions,5.,Is the CE purchasing items as awarded?
2015 - 2016,00590,PENELOPE ISD,12,18282,02/17/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00590,PENELOPE ISD,12,18282,02/17/2016,300 - Meal Counting and Claiming - Lunch,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,300 - Meal Counting and Claiming,314,"Is the SFA following their approved SFA-SA Agreement/application (including POS)?  If NO, explain."
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,300 - Meal Counting and Claiming - Breakfast,318,"At the selected school(s), does each type of meal service line as observed on the day of review provide an accurate count by eligibility category at the point of service (or approved alternate)?"
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00229,SIVELLS BEND ISD,11,13668,02/17/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
